"Model","AUC_testing","Accuracy_testing","Kappa_testing","Sensitivity_testing","Specificity_testing","Precision_testing","Recall_testing","F1_testing","AUC_validation","Accuracy_validation","Kappa_validation","Sensitivity_validation","Specificity_validation","Precision_validation","Recall_validation","F1_validation"
"RF 100",0.963225941195848,0.962948517940718,0.925827174087806,0.964487489911219,0.961509433962264,0.959069020866774,0.964487489911219,0.961770623742455,0.843494736863428,0.843804843804844,0.682286475827128,0.793265465935787,0.884860050890585,0.848408710217755,0.793265465935787,0.819910967219749
"RF 100",0.970405021439587,0.969578783151326,0.939079466095453,0.966101694915254,0.972830188679245,0.970802919708029,0.966101694915254,0.968446601941747,0.85611620795107,0.856089856089856,0.707296818752008,0.807361002349256,0.895674300254453,0.862761506276151,0.807361002349256,0.834142394822006
"RF 100",0.962539727407693,0.962948517940718,0.92580774465047,0.96045197740113,0.965283018867925,0.962783171521036,0.96045197740113,0.961616161616162,0.842153104554098,0.842400842400842,0.680092821025428,0.802662490211433,0.874681933842239,0.838788870703764,0.802662490211433,0.820328131252501
"RF 100",0.96806150422607,0.968408736349454,0.93673471128457,0.964487489911219,0.972075471698113,0.969967532467532,0.964487489911219,0.967219749089437,0.85130237618883,0.85047385047385,0.695694296722093,0.79796397807361,0.893129770992366,0.858466722830665,0.79796397807361,0.82711038961039
"RF 100",0.973187186894358,0.973088923556942,0.946104522789419,0.968523002421308,0.977358490566038,0.975609756097561,0.968523002421308,0.972053462940462,0.863992514605648,0.861003861003861,0.717082423463067,0.808927173061864,0.903307888040712,0.871729957805907,0.808927173061864,0.839155158407799
"RF 100",0.968421662746677,0.96801872074883,0.935925122040566,0.957223567393059,0.97811320754717,0.976131687242798,0.957223567393059,0.966585167074165,0.86853356969251,0.866970866970867,0.729287954043403,0.816758026624902,0.907760814249364,0.877946127946128,0.816758026624902,0.846247464503043
"RF 100",0.972068254841972,0.97191887675507,0.943759767737297,0.966908797417272,0.976603773584906,0.974776240846216,0.966908797417272,0.970826580226904,0.838173868561393,0.837837837837838,0.670660396667366,0.794831636648395,0.872773536895674,0.835390946502058,0.794831636648395,0.814606741573034
"RF 100",0.964801739178092,0.964898595943838,0.929729166780861,0.966101694915254,0.96377358490566,0.96144578313253,0.966101694915254,0.963768115942029,0.853453398546419,0.851526851526851,0.697680765968613,0.796397807361002,0.896310432569975,0.861864406779661,0.796397807361002,0.827838827838828
"RF 500",0.974679003193953,0.974258970358814,0.948427537252163,0.963680387409201,0.984150943396226,0.982716049382716,0.963680387409201,0.973105134474328,0.863580568650694,0.862056862056862,0.719246507622912,0.810493343774471,0.903944020356234,0.872681281618887,0.810493343774471,0.840438489646772
"RF 500",0.969485828073477,0.969578783151326,0.93909861121008,0.970944309927361,0.968301886792453,0.966265060240964,0.970944309927361,0.968599033816425,0.858728742469305,0.856791856791857,0.708293368948689,0.800313234142522,0.902671755725191,0.869787234042553,0.800313234142522,0.833605220228385
"RF 500",0.967868632936648,0.967628705148206,0.935155617741983,0.959644874899112,0.975094339622641,0.972995090016367,0.959644874899112,0.96627387240959,0.855738051241327,0.853632853632854,0.701748263949471,0.794831636648395,0.901399491094148,0.867521367521368,0.794831636648395,0.829587249693502
"RF 500",0.969107471234573,0.969188767550702,0.938277413402013,0.96045197740113,0.977358490566038,0.975409836065574,0.96045197740113,0.967873119154128,0.861841972028369,0.860652860652861,0.716514784026219,0.811276429130775,0.900763358778626,0.869127516778524,0.811276429130775,0.839206156338599
"RF 500",0.971887249303303,0.97191887675507,0.943774498606606,0.970944309927361,0.972830188679245,0.970944309927361,0.970944309927361,0.970944309927361,0.85773628530809,0.857493857493858,0.710152459544671,0.808927173061864,0.896946564885496,0.864435146443515,0.808927173061864,0.835760517799353
"RF 500",0.966293403927837,0.96606864274571,0.932005642725724,0.952380952380952,0.978867924528302,0.97682119205298,0.952380952380952,0.964446260727421,0.858638638180032,0.856440856440856,0.707470119796964,0.79796397807361,0.903944020356234,0.870940170940171,0.79796397807361,0.8328565590519
"RF 500",0.964764821805922,0.964508580343214,0.928961402577221,0.968523002421308,0.960754716981132,0.958466453674121,0.968523002421308,0.963468486551586,0.85481749057908,0.853632853632854,0.70214532146728,0.801879404855129,0.895674300254453,0.861952861952862,0.801879404855129,0.830831643002028
"RF 500",0.974995547227448,0.974648985959438,0.949212931473721,0.965294592413236,0.983396226415094,0.981937602627258,0.965294592413236,0.973544973544973,0.861120808900841,0.85959985959986,0.713928393736548,0.801879404855129,0.906488549618321,0.874466268146883,0.801879404855129,0.836601307189542
"RF 500",0.97087786966783,0.970748829953198,0.94141488981856,0.965294592413236,0.975849056603774,0.973941368078176,0.965294592413236,0.96959870287799,0.857381107127987,0.855738855738856,0.706257198139716,0.801096319498825,0.900127226463104,0.866949152542373,0.801096319498825,0.832722832722833
"RF 500",0.96947575136612,0.969188767550702,0.938277413402013,0.96045197740113,0.977358490566038,0.975409836065574,0.96045197740113,0.967873119154128,0.861734898379815,0.85995085995086,0.714706953414265,0.803445575567737,0.905852417302799,0.873935264054514,0.803445575567737,0.837209302325581
"RF 1000",0.970303666888695,0.96996879875195,0.939836857284254,0.96045197740113,0.978867924528302,0.977011494252874,0.96045197740113,0.968660968660969,0.856463197976003,0.853983853983854,0.70248552948601,0.795614722004699,0.901399491094148,0.867634500426986,0.795614722004699,0.830065359477124
"RF 1000",0.971938354307369,0.97191887675507,0.943768607185,0.969330104923325,0.974339622641509,0.97246963562753,0.969330104923325,0.970897332255457,0.861626404693627,0.86030186030186,0.715737661847995,0.809710258418168,0.901399491094148,0.869638351555929,0.809710258418168,0.83860502838605
"RF 1000",0.967629011190393,0.96801872074883,0.935962046529308,0.966101694915254,0.969811320754717,0.967663702506063,0.966101694915254,0.966882067851373,0.86244711814817,0.861003861003861,0.717124275826171,0.809710258418168,0.902671755725191,0.871103622577928,0.809710258418168,0.839285714285714
"RF 1000",0.96687525133742,0.966848673946958,0.933613977800251,0.963680387409201,0.969811320754717,0.967585089141005,0.963680387409201,0.965628790942175,0.825301498034293,0.824850824850825,0.643521647083545,0.768989819890368,0.870229007633588,0.827993254637437,0.768989819890368,0.797401542833942
"RF 1000",0.971084324140615,0.971138845553822,0.942215706183787,0.970944309927361,0.971320754716981,0.969379532634972,0.970944309927361,0.970161290322581,0.852174228504508,0.84977184977185,0.693540271703371,0.784651527016445,0.902671755725191,0.867532467532467,0.784651527016445,0.824013157894737
"RF 1000",0.967251868166684,0.967238689547582,0.934396708382501,0.964487489911219,0.969811320754717,0.967611336032389,0.964487489911219,0.966046887631366,0.867680263724994,0.866970866970867,0.729647869286067,0.823805794831637,0.902035623409669,0.872305140961857,0.823805794831637,0.847362062021748
"RF 1000",0.9691544983557,0.968798751950078,0.937491200557801,0.958837772397094,0.97811320754717,0.976170912078883,0.958837772397094,0.96742671009772,0.842211848523538,0.83959283959284,0.672702678447758,0.772122161315583,0.89440203562341,0.855902777777778,0.772122161315583,0.811856731165088
"RF 1000",0.971911649047608,0.97191887675507,0.943771553050124,0.970137207425343,0.973584905660377,0.971705739692805,0.970137207425343,0.97092084006462,0.860794057147968,0.858897858897859,0.712625721761595,0.803445575567737,0.903944020356234,0.871707731520816,0.803445575567737,0.836185819070905
"RF 1000",0.972692642517601,0.972698907956318,0.945333454354287,0.970944309927361,0.974339622641509,0.972514147130154,0.970944309927361,0.97172859450727,0.848534930111164,0.845559845559846,0.684947942872624,0.779953014878622,0.898854961832061,0.862337662337662,0.779953014878622,0.819078947368421
"RF 1000",0.967629011190393,0.967628705148206,0.935179397957779,0.965294592413236,0.969811320754717,0.967637540453074,0.965294592413236,0.966464646464646,0.861026178222431,0.86030186030186,0.715821727131195,0.811276429130775,0.900127226463104,0.868398994132439,0.811276429130775,0.838866396761134
"RF 5000",0.967311080410233,0.967238689547582,0.934389833616741,0.962873284907183,0.971320754716981,0.969130787977254,0.962873284907183,0.965991902834008,0.863184072010043,0.861003861003861,0.716831048981378,0.804228660924041,0.907124681933842,0.875532821824382,0.804228660924041,0.838367346938776
"RF 5000",0.968906848538595,0.968798751950078,0.937510853041441,0.963680387409201,0.973584905660377,0.971521562245728,0.963680387409201,0.967585089141005,0.855417271511115,0.853632853632854,0.70188073402553,0.797180892717306,0.899491094147583,0.865646258503401,0.797180892717306,0.830004076640848
"RF 5000",0.965781381897526,0.965678627145086,0.931261938345585,0.96045197740113,0.970566037735849,0.96826688364524,0.96045197740113,0.964343598055105,0.859655473019724,0.857844857844858,0.710502566310467,0.802662490211433,0.902671755725191,0.870118845500849,0.802662490211433,0.835030549898167
"RF 5000",0.970283854536198,0.970358814352574,0.940657077060165,0.970944309927361,0.969811320754717,0.96781979082864,0.970944309927361,0.969379532634972,0.862152521262371,0.85995085995086,0.714664702768359,0.802662490211433,0.906488549618321,0.87457337883959,0.802662490211433,0.837076357697019
"RF 5000",0.96846724971725,0.968408736349454,0.93673471128457,0.964487489911219,0.972075471698113,0.969967532467532,0.964487489911219,0.967219749089437,0.858517824402086,0.856791856791857,0.708379725126431,0.801879404855129,0.901399491094148,0.868532654792197,0.801879404855129,0.833876221498371
"RF 5000",0.972032315179662,0.97191887675507,0.943759767737297,0.966908797417272,0.976603773584906,0.974776240846216,0.966908797417272,0.970826580226904,0.860121452167907,0.859248859248859,0.713785483102819,0.812059514487079,0.897582697201018,0.865609348914858,0.812059514487079,0.837979797979798
"RF 5000",0.968325551750322,0.96801872074883,0.935931838750865,0.958837772397094,0.976603773584906,0.974569319114028,0.958837772397094,0.966639544344996,0.855959708068476,0.853632853632854,0.701659885142246,0.793265465935787,0.902671755725191,0.868782161234991,0.793265465935787,0.82930822758903
"RF 5000",0.959818643506063,0.959828393135725,0.91955997577893,0.957223567393059,0.962264150943396,0.959546925566343,0.957223567393059,0.958383838383838,0.856992277728701,0.854685854685855,0.703828157525616,0.794831636648395,0.903307888040712,0.869751499571551,0.794831636648395,0.830605564648118
"RF 5000",0.968238637645476,0.96801872074883,0.93593855405314,0.96045197740113,0.975094339622641,0.973017170891251,0.96045197740113,0.966693744922827,0.83978482307845,0.838188838188838,0.670278056788264,0.77760375880971,0.887404580152672,0.848717948717949,0.77760375880971,0.811606048222313
"RF 5000",0.969432120025074,0.969188767550702,0.938280648212249,0.961259079903148,0.976603773584906,0.974631751227496,0.961259079903148,0.967899227956115,0.857794334994134,0.856089856089856,0.70695021397509,0.801096319498825,0.900763358778626,0.867684478371501,0.801096319498825,0.833061889250814
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
