"Model","AUC_testing","Accuracy_testing","Kappa_testing","Sensitivity_testing","Specificity_testing","Precision_testing","Recall_testing","F1_testing","AUC_validation","Accuracy_validation","Kappa_validation","Sensitivity_validation","Specificity_validation","Precision_validation","Recall_validation","F1_validation"
"Random forest",0.970753158264124,0.970748829953198,0.941427166829318,0.968523002421308,0.972830188679245,0.970873786407767,0.968523002421308,0.96969696969697,0.845509958747366,0.843453843453843,0.680746457732738,0.779169929522318,0.895674300254453,0.858498705780846,0.779169929522318,0.816912972085386
"Random forest",0.974784957771753,0.975039001560062,0.950008682433153,0.970137207425343,0.979622641509434,0.978030919446705,0.970137207425343,0.974068071312804,0.844209798802027,0.841347841347841,0.676211577801871,0.772905246671887,0.896946564885496,0.859007832898172,0.772905246671887,0.813685078318219
"Random forest",0.959371876604523,0.959438377535101,0.91878964112316,0.958837772397094,0.96,0.957292506043513,0.958837772397094,0.958064516129032,0.857898649555069,0.856089856089856,0.706906830652373,0.800313234142522,0.901399491094148,0.868309260832625,0.800313234142522,0.832925835370823
"Random forest",0.97506267840116,0.975039001560062,0.950016539720001,0.972558514931396,0.977358490566038,0.975708502024291,0.972558514931396,0.97413096200485,0.855629567670206,0.853632853632854,0.701792433720315,0.795614722004699,0.900763358778626,0.866894197952218,0.795614722004699,0.829726418946509
"Random forest",0.96415564220354,0.964508580343214,0.928924181813529,0.96045197740113,0.968301886792453,0.965909090909091,0.96045197740113,0.963172804532578,0.840820816380638,0.838890838890839,0.671562578722423,0.776037588097103,0.889949109414758,0.851374570446735,0.776037588097103,0.811962310528472
"Random forest",0.966075160078949,0.965678627145086,0.931236716336217,0.954802259887006,0.975849056603774,0.973662551440329,0.954802259887006,0.964140179299104,0.855085667219183,0.851877851877852,0.697836436118744,0.787000783085356,0.904580152671756,0.87012987012987,0.787000783085356,0.826480263157895
"Random forest",0.967007195858541,0.966848673946958,0.933600062396564,0.96045197740113,0.972830188679245,0.970636215334421,0.96045197740113,0.96551724137931,0.868578426766965,0.867672867672868,0.730995052799277,0.823022709475333,0.903944020356234,0.874376039933444,0.823022709475333,0.847922549415087
"Random forest",0.970096452047046,0.96996879875195,0.939852620213721,0.964487489911219,0.975094339622641,0.973127035830619,0.964487489911219,0.968788001621403,0.85334943680236,0.851526851526851,0.697546469409108,0.794048551292091,0.898218829516539,0.863713798977853,0.794048551292091,0.827417380660955
"Random forest",0.972888082790995,0.972698907956318,0.945316265638396,0.966101694915254,0.978867924528302,0.977142857142857,0.966101694915254,0.971590909090909,0.864202176288269,0.863109863109863,0.721410271646987,0.812059514487079,0.904580152671756,0.87363100252738,0.812059514487079,0.841720779220779
"Random forest",0.978513302796998,0.978159126365055,0.956269054471805,0.977401129943503,0.978867924528302,0.977401129943503,0.977401129943503,0.977401129943503,0.861002973447811,0.859248859248859,0.713573798341437,0.80814408770556,0.900763358778626,0.868686868686869,0.80814408770556,0.837322515212982
"Random forest",0.961652668142118,0.961778471138846,0.923490885174821,0.964487489911219,0.959245283018868,0.956765412329864,0.964487489911219,0.960610932475884,0.859782221271742,0.857844857844858,0.71033104772071,0.799530148786218,0.905216284987277,0.872649572649573,0.799530148786218,0.834491213731099
"Random forest",0.967492256292371,0.967628705148206,0.935206553999004,0.971751412429379,0.96377358490566,0.961661341853035,0.971751412429379,0.966680048173424,0.843662806812232,0.84029484029484,0.673844809110541,0.768206734534064,0.898854961832061,0.860526315789474,0.768206734534064,0.811750103434009
"Random forest",0.970172422202712,0.96996879875195,0.939846316033223,0.962873284907183,0.976603773584906,0.974673202614379,0.962873284907183,0.968737312220869,0.861517909046192,0.85959985959986,0.714055444538901,0.804228660924041,0.904580152671756,0.872557349192863,0.804228660924041,0.837000814995925
"Random forest",0.971534195032557,0.971528861154446,0.942989109047203,0.969330104923325,0.973584905660377,0.97168284789644,0.969330104923325,0.97050505050505,0.85355553816572,0.851877851877852,0.69832849398854,0.795614722004699,0.897582697201018,0.86321155480034,0.795614722004699,0.828035859820701
"Random forest",0.970780882514227,0.971138845553822,0.942206624051251,0.968523002421308,0.973584905660377,0.97165991902834,0.968523002421308,0.970088924818108,0.860182952161886,0.858195858195858,0.711452299966307,0.807361002349256,0.899491094147583,0.867115222876367,0.807361002349256,0.836171938361719
"Random forest",0.970469581859129,0.970358814352574,0.940635310389369,0.965294592413236,0.975094339622641,0.973148901545972,0.965294592413236,0.969205834683955,0.843553779850002,0.840645840645841,0.674875349017723,0.773688332028191,0.895038167938931,0.856895056374675,0.773688332028191,0.813168724279835
"Support vector machines",0.968842676630576,0.968798751950078,0.937517401123541,0.965294592413236,0.972075471698113,0.969991889699919,0.965294592413236,0.967637540453074,0.683735312306741,0.580554580554581,0.211839783240343,0.936570086139389,0.291348600508906,0.517748917748918,0.936570086139389,0.666852522999721
"Support vector machines",0.957749926176683,0.957878315132605,0.91568383264164,0.96045197740113,0.955471698113208,0.952762209767814,0.96045197740113,0.956591639871383,0.690726728339313,0.583011583011583,0.216937920235579,0.94283476898982,0.290712468193384,0.519189305735231,0.94283476898982,0.669632925472747
"Support vector machines",0.968873615641928,0.968798751950078,0.93751412725404,0.964487489911219,0.972830188679245,0.970755483346872,0.964487489911219,0.967611336032389,0.691847389558233,0.582660582660583,0.216546134804648,0.944400939702428,0.288804071246819,0.518932874354561,0.944400939702428,0.669813940572063
"Support vector machines",0.966562748557793,0.966458658346334,0.932824167019549,0.961259079903148,0.971320754716981,0.969080553295362,0.961259079903148,0.96515397082658,0.692087637429638,0.583011583011583,0.217151641116902,0.944400939702428,0.289440203562341,0.519156263452432,0.944400939702428,0.67
"Support vector machines",0.964218648576992,0.96411856474259,0.928137480997657,0.958837772397094,0.969056603773585,0.966639544344996,0.958837772397094,0.962722852512156,0.693063715658746,0.589329589329589,0.227537183693541,0.940485512920908,0.304071246819338,0.523311546840959,0.940485512920908,0.672452407614782
"Support vector machines",0.963346463049445,0.963338533541342,0.926586792713751,0.96045197740113,0.966037735849057,0.963562753036437,0.96045197740113,0.962004850444624,0.694312245158002,0.588276588276588,0.226032706532622,0.94283476898982,0.300254452926209,0.522569444444444,0.94283476898982,0.672437866517732
"Support vector machines",0.972106506530917,0.97191887675507,0.943753873228065,0.965294592413236,0.97811320754717,0.976326530612245,0.965294592413236,0.970779220779221,0.686090702726452,0.58020358020358,0.211664774917301,0.939702427564605,0.288167938931298,0.517464424320828,0.939702427564605,0.667408231368187
"Support vector machines",0.965567780288486,0.965678627145086,0.931294339468666,0.96771589991929,0.96377358490566,0.961507618283881,0.96771589991929,0.964601769911504,0.694440382237431,0.585468585468585,0.221498788866129,0.945184025058731,0.293256997455471,0.520707506471096,0.945184025058731,0.671488178025035
"Support vector machines",0.96503502897594,0.964898595943838,0.929696025796404,0.958837772397094,0.970566037735849,0.968215158924205,0.958837772397094,0.963503649635036,0.69015444015444,0.58020358020358,0.212309903005628,0.944400939702428,0.284351145038168,0.517374517374517,0.944400939702428,0.668514412416851
"Support vector machines",0.968787675167636,0.968798751950078,0.937523947833471,0.966908797417272,0.970566037735849,0.968472109943411,0.966908797417272,0.967689822294023,0.694032158317873,0.586872586872587,0.223711652614129,0.943617854346124,0.297073791348601,0.521645021645022,0.943617854346124,0.671870643992194
"Support vector machines",0.97021417766672,0.970358814352574,0.940675721506147,0.975786924939467,0.965283018867925,0.963346613545817,0.975786924939467,0.969526864474739,0.688653768346958,0.581958581958582,0.214906907315461,0.941268598277212,0.290076335877863,0.518550474547023,0.941268598277212,0.668706536856745
"Support vector machines",0.96503502897594,0.964898595943838,0.929696025796404,0.958837772397094,0.970566037735849,0.968215158924205,0.958837772397094,0.963503649635036,0.691645345805358,0.583362583362583,0.217650459575813,0.943617854346124,0.290712468193384,0.519396551724138,0.943617854346124,0.670002780094523
"Support vector machines",0.961539987608313,0.960998439937597,0.921847615041591,0.947538337368846,0.973584905660377,0.971050454921423,0.947538337368846,0.959150326797386,0.688163255328857,0.581256581256581,0.21369587049195,0.941268598277212,0.288804071246819,0.518103448275862,0.941268598277212,0.668334723380595
"Support vector machines",0.960875292740047,0.960608424336973,0.92108884498232,0.951573849878935,0.969056603773585,0.966393442622951,0.951573849878935,0.958926392842619,0.692296990023825,0.582309582309582,0.216047678441525,0.945184025058731,0.287531806615776,0.518693596905887,0.945184025058731,0.669811320754717
"Support vector machines",0.96636310214322,0.966458658346334,0.932852314923934,0.96771589991929,0.965283018867925,0.963052208835341,0.96771589991929,0.965378421900161,0.690726728339313,0.583011583011583,0.216937920235579,0.94283476898982,0.290712468193384,0.519189305735231,0.94283476898982,0.669632925472747
"Support vector machines",0.964592703648176,0.964508580343214,0.928920457591842,0.959644874899112,0.969056603773585,0.966666666666667,0.959644874899112,0.963142972863507,0.695348208417567,0.582660582660583,0.217080303408854,0.948316366483947,0.285623409669211,0.51885175664096,0.948316366483947,0.670728330102465
"Support vector machines",0.960279671867601,0.960218408736349,0.9203305122489,0.955609362389023,0.964528301886793,0.961819658813972,0.955609362389023,0.958704453441296,0.689388795278693,0.578097578097578,0.208789934240228,0.945184025058731,0.279898218829517,0.51603249251817,0.945184025058731,0.667588495575221
"Support vector machines",0.966155336965663,0.96606864274571,0.932044833082311,0.961259079903148,0.970566037735849,0.968292682926829,0.961259079903148,0.964763061968408,0.697232325117146,0.588627588627589,0.227062180346942,0.945967110415035,0.298346055979644,0.522717438338382,0.945967110415035,0.673355629877369
"Support vector machines",0.968570240699152,0.968408736349454,0.936724765342608,0.962066182405166,0.974339622641509,0.972267536704731,0.962066182405166,0.967139959432049,0.692182505085731,0.588978588978589,0.226824102418988,0.939702427564605,0.304071246819338,0.523103748910201,0.939702427564605,0.672080649677961
"Support vector machines",0.966675264002224,0.966458658346334,0.932813605470366,0.958837772397094,0.973584905660377,0.971381847914963,0.958837772397094,0.965069049553209,0.687794937794938,0.578799578799579,0.209675487965513,0.94283476898982,0.283078880407125,0.516516516516517,0.94283476898982,0.667405764966741
"Neural network",0.978076209992194,0.977769110764431,0.955465981821706,0.969330104923325,0.985660377358491,0.984426229508197,0.969330104923325,0.976819845465636,0.767689201652905,0.765882765882766,0.520668351140375,0.671887235708692,0.842239185750636,0.775768535262206,0.671887235708692,0.720100713386488
"Neural network",0.976757072085993,0.976599063962558,0.953130683864269,0.970944309927361,0.98188679245283,0.980440097799511,0.970944309927361,0.975669099756691,0.648292009380314,0.643383643383643,0.292450399633537,0.703210649960846,0.594783715012723,0.585016286644951,0.703210649960846,0.638691322901849
"Neural network",0.973480448617835,0.973088923556942,0.94608474747758,0.962873284907183,0.982641509433962,0.981085526315789,0.962873284907183,0.971894093686354,0.686770279921462,0.682344682344682,0.341101317544369,0.510571652310102,0.821882951653944,0.699570815450644,0.510571652310102,0.590312358533273
"Neural network",0.970251458473762,0.970358814352574,0.940663293177485,0.972558514931396,0.968301886792453,0.966319165998396,0.972558514931396,0.969428801287208,0.786300180802487,0.786942786942787,0.566368015590604,0.726703210649961,0.83587786259542,0.782462057335582,0.726703210649961,0.753552578156719
"Neural network",0.964561152061152,0.964508580343214,0.928924181813529,0.96045197740113,0.968301886792453,0.965909090909091,0.96045197740113,0.963172804532578,0.720456641278732,0.65040365040365,0.24673806399001,0.281127642913078,0.950381679389313,0.821510297482838,0.281127642913078,0.418903150525088
"Neural network",0.974342488952864,0.974258970358814,0.948449154984583,0.970137207425343,0.97811320754717,0.976441917140536,0.970137207425343,0.973279352226721,0.779678562655718,0.781677781677782,0.557387482210108,0.741581832419734,0.814249363867684,0.764326069410815,0.741581832419734,0.752782193958665
"Neural network",0.972813681839929,0.972698907956318,0.945321996411261,0.96771589991929,0.977358490566038,0.975589910496338,0.96771589991929,0.971636952998379,0.67357135519064,0.677430677430677,0.344933427039453,0.61628817541112,0.727099236641221,0.647203947368421,0.61628817541112,0.631367829923787
"Neural network",0.973949253186702,0.973478939157566,0.946861949935296,0.962066182405166,0.984150943396226,0.982687551525144,0.962066182405166,0.972267536704731,0.67443970438022,0.673569673569674,0.325290337760996,0.519185591229444,0.798982188295165,0.677221654749745,0.519185591229444,0.587765957446808
"Neural network",0.977378603337559,0.977379095163806,0.954704862179266,0.975786924939467,0.978867924528302,0.977364591754244,0.975786924939467,0.976575121163166,0.698389099428843,0.696384696384696,0.37362382074003,0.554424432263117,0.811704834605598,0.705179282868526,0.554424432263117,0.620780359491451
"Neural network",0.975531136870589,0.975429017160686,0.950791086025122,0.970944309927361,0.979622641509434,0.978048780487805,0.970944309927361,0.974483596597813,0.715501165501165,0.686556686556687,0.33846743492276,0.425998433829287,0.898218829516539,0.772727272727273,0.425998433829287,0.549217566885411
"Neural network",0.967086889392435,0.966848673946958,0.93359310250685,0.958837772397094,0.974339622641509,0.972176759410802,0.958837772397094,0.965461194636327,0.661349053494552,0.665145665145665,0.315590542774175,0.568519968676586,0.743638676844784,0.643046944198406,0.568519968676586,0.603491271820449
"Neural network",0.970843236918126,0.970748829953198,0.941417959553716,0.966101694915254,0.975094339622641,0.973170731707317,0.966101694915254,0.96962332928311,0.780867011629017,0.749034749034749,0.474041135628182,0.531714956930305,0.925572519083969,0.853015075376884,0.531714956930305,0.655089242643512
"Neural network",0.972698344526003,0.972308892355694,0.9445219865349,0.962066182405166,0.98188679245283,0.980263157894737,0.962066182405166,0.971079429735234,0.713128694022692,0.648297648297648,0.24279330871466,0.282693813625685,0.94529262086514,0.807606263982103,0.282693813625685,0.418793503480278
"Neural network",0.978359116611544,0.978159126365055,0.956253012510717,0.971751412429379,0.984150943396226,0.982857142857143,0.971751412429379,0.977272727272727,0.601709651067802,0.608283608283608,0.194342862239665,0.472200469851214,0.71882951653944,0.577033492822966,0.472200469851214,0.51937984496124
"Neural network",0.968906848538595,0.968798751950078,0.937510853041441,0.963680387409201,0.973584905660377,0.971521562245728,0.963680387409201,0.967585089141005,0.71124479522345,0.713934713934714,0.423405810255469,0.696945967110415,0.727735368956743,0.675265553869499,0.696945967110415,0.685934489402697
"Neural network",0.973595048500197,0.973478939157566,0.946884225085225,0.968523002421308,0.97811320754717,0.976403580146461,0.968523002421308,0.972447325769854,0.771603117662997,0.731835731835732,0.43502711648486,0.485512920908379,0.931933842239186,0.852819807427785,0.485512920908379,0.6187624750499
"Neural network",0.967752199184692,0.967628705148206,0.935165811399206,0.962066182405166,0.972830188679245,0.970684039087948,0.962066182405166,0.966355897851642,0.753194739696787,0.744471744471744,0.471760814264917,0.597494126859828,0.863867684478371,0.780962128966223,0.597494126859828,0.677018633540373
"Neural network",0.968362001754215,0.968408736349454,0.936747967677762,0.96771589991929,0.969056603773585,0.966935483870968,0.96771589991929,0.967325534489714,0.840039979404549,0.83994383994384,0.674697419502169,0.793265465935787,0.877862595419847,0.840663900414938,0.793265465935787,0.816277195809831
"Neural network",0.969889390718823,0.969578783151326,0.939057114909359,0.96045197740113,0.97811320754717,0.976210008203446,0.96045197740113,0.96826688364524,0.784970043283313,0.784485784485784,0.560293974222207,0.711041503523884,0.844147582697201,0.787510841283608,0.711041503523884,0.747325102880658
"Neural network",0.972888082790995,0.972698907956318,0.945316265638396,0.966101694915254,0.978867924528302,0.977142857142857,0.966101694915254,0.971590909090909,0.671709296316471,0.675324675324675,0.343177477479498,0.634299138606108,0.708651399491094,0.638801261829653,0.634299138606108,0.636542239685658
